1173,大佳國小
1752,西門市場(成都)
4843,夢幻湖停車場
754,前半嶺
350,48號公園
20400,三元街
2240,地震研究中心
2286,信義敦化路口
20365,陽明瀑布
6722,市政府(松智)
4006,美仁里
938,礁坑
10414,華泰飯店
1001250,龍門國中(和平)
1000231,捷運科技大樓站
8674,民權東路六段(民權敦品)
444,陽明山
50679,政大御花園
1779,崁頂
20405,青年公園(正門)
1370,新喜里
56098,世新大學
1457,酒泉街
635,天母
1489,三民健康路口(西松高中)
1001458,水雲澗
1479,延三觀光夜市
3869,下竹圍
50500,將軍嶺
1000973,中山女高
707,沙崙
1001411,名門社區
1000067,中華路北站
8618,內湖國中
7255,士林高商
1133,達人高中(臺灣戲曲學院)
8615,康寧AIT社區
8625,涼州重慶路口
2538,興隆國小
15109,青峰活動中心
2127,信義建國路口
2512,萬壽橋頭(新光)
6685,衡陽路口
1000224,新湖三路口(台北花市)
1000237,芝麻大廈
835,菁山二
6697,南京新生北路口
5,幼華高中(北投)
2024,龍口市場
1000095,大理高中
2089,忠孝大道路口
50431,台北企業總部園區
761,後港里
6702,捷運松江南京站
2063,市政府(市府)
1000294,吳興街口
9450,外雙溪(至善)
6992,復興南路(中崙里)
1066,臺大癌醫
6026,捷運古亭站(和平)
1000251,南港軟體園區北站
9453,芝山公園
1562,健康新城
157,立農國小
1001294,國軍北投醫院
6654,進安公園
2463,景美國小(景興)
1837,環南市場
20363,中興中學
50535,中央站
9457,楓林橋
1001191,教師中心
2119,捷運信義安和站(信義)
50640,葫東重慶路口
1153,麗山街
20423,捷運昆陽站
50643,百齡里
4725,天公堂
4828,永吉松信路口
1134,衛勤訓練中心
4643,中正新城
16206,中華路北站
16261,大同大學
1804,華江高中(西園)
2333,新民國小
1723,舊莊
6021,復興南路口
9493,雙溪別墅
5981,永倫里(延平)
1433,污水處理廠
1000035,興隆國小
1463,捷運雙連站
2072,市議會
4859,福德坑環保復育公園
885,聖人橋
1647,南港分局(向陽)
2155,捷運後山埤站(永吉)
3277,48號公園
1505,酒泉重慶路口
1000698,捷運西湖站
1873,財政大樓
2232,臺灣科技大學
728,東吳大學(錢穆故居)
50124,捷運南港站
15113,松山車站(松山)
1615,修德國小
20239,後山
16018,圓環(重慶)
6947,廈門街口
50668,泉源3號橋
20297,臥龍富陽街口
5991,社子消防分隊
1272,林森北路一
1000126,捷運大直站
2523,滬江中學
1840,雙園街口
8677,三總內湖站
2126,信義杭州路口
14638,關渡
1001287,文德二號公園
5975,富洲里八段
1000521,萬壽橋頭(木柵)
7607,中山國小
6732,成福路口
14617,福德廟(行義)
774,風櫃嘴
660,外雙溪(故宮)
1938,河堤國小
735,明德樂園
9492,劍南橋
7614,華山公園
2143,國稅局宿舍
50004,捷運南京復興站
4133,兒童新樂園
492,福安宮
9423,溪山派出所
9402,大直美堤花園一
3924,國華新村
8534,明湖國中
7003,中港抽水站
2150,捷運市政府站
1000396,捷運忠孝新生站
16001,松山農會
50647,三玉宮
8545,麗山新村
2219,公館
4081,民權建國路口
9440,通北街口
1408,天師宮
7249,宏國新村
2210,仁愛國中
2499,萬芳路口
1065,臺大癌醫
16201,朝陽公園(鈕釦街)
50160,南京公寓(捷運南京三民)
6680,信義國中(松仁)
4831,中油大樓
6707,捷運行天宮站
1333,大直美堤花園三
200005044,松山車站2
1079,國立臺灣戲曲學院
50667,捷運芝山站(福國)
6024,溫州街口
14614,明山宮
1000632,莊敬里
1982,捷運中正紀念堂站(羅斯福)
629,文化大學
8604,中華航空
50002,南京龍江路口
1915,成功中學(濟南)
1000169,明倫高中
7218,行義路一
1026,石潭公園
624,中影文化城
16013,南京林森路口
9417,翠山街
9452,惠濟宮
50639,士林簡易庭
2270,青年活動中心
7257,重陽橋
2522,實踐國中
1458,馬偕醫院
9406,濱江國中
2542,興德國小
2329,信義敦化路口
2230,台電大樓
2211,安和敦化路口
468,聖人瀑布
575,士林區行政中心(中正)
6700,吉林國小
2112,信義大安路口
2339,金山泰安街口
50442,明湖國小(公共電視台)
1346,中原街口(老人住宅)
1453,庫倫街口
56107,木柵
1000064,中山市場
1427,民權大龍街口
2323,第二殯儀館
1542,東興路一
1000806,捷運松江南京站
1551,南京新村
10202,建成公園
1611,中研新村
165,成淵高中
9451,名山里
570,台北美國/日僑學校
2521,木南公園
1000436,貓纜動物園站
7217,行義路二
2044,101國際購物中心
1029,成功路三段
8517,紫雲里
1575,捷運中山國中站
20403,仁愛林森路口
1000079,捷運西門站
2351,懷生國中
2362,力行國小
1000037,興隆市場
20265,榮星花園(民權)
1000446,辛亥國小
1978,捷運中正紀念堂站(勞保局)
3906,和平西路一段
6678,捷運東門站(金山)
941,聯合醫院陽明院區
2353,捷運台電大樓站
50654,石油新村
200005072,遠東國際飯店
739,社子派出所
8410,麗山街
1089,捷運葫洲站(康寧專校)
803,捷運劍潭站(中山)
1000170,捷運劍潭站(北藝中心)
113,北投公園
358,捷運北投站(北投)
1000399,寧波重慶路口
10415,中原街口(老人住宅)
1000389,大愛電視臺
1233,民族東路口
1000329,民權復興路口
6945,河堤國小
2384,木柵市場
2122,信義松仁路口(松仁)
8626,捷運大橋頭站
50051,公務人員訓練處
2102,松平路口
2262,忠孝敦化路口
2408,辛亥國小
4636,西藏路
318,振興醫院
683,永嶺
2034,大道路
1000554,力行國小
1000348,中正高中
1000057,捷運大安森林公園站
3915,頂好市場
2344,龍安國小(公務人力發展學院)
1001375,南港高工(重陽)
699,百齡里
94,文林國小
1762,昆明街口
4663,萬芳6號公園
1588,新東街口
6670,信義新生路口
1438,延平國小
1367,新生公園(建國)
56100,考試院
50003,西松國小
2085,富陽街口
1000547,滬江中學
378,捷運後山埤站(玉成)
4004,臺北市區監理所
3965,捷運復興崗站
591,士林簡易庭
2018,螢橋國小
60124,市民住宅
1322,美麗華
968,大湖
9446,雙溪公園
1441,昌吉重慶路口
1000082,臺北車站(忠孝)
50522,冷水坑服務站
2204,仁愛建國路口一
1000225,行忠路口
2139,消防局(松仁)
1891,臺北車站(重慶)
15108,臺大資訊大樓
3993,國泰新村(木新)
10001486,振興公園
1347,中山老人住宅
3891,舊莊國小
20341,木新區民活動中心
4824,紗帽馬場
1000858,興德國小
1634,松山磚廠
4825,雅祥公園
50680,政大附中
50047,萬寧山莊
57711,自來水事業處
50085,忠義新村
2464,景美國中
4627,華江高中(西園)
4005,光復路口
1000186,民權龍江路口
50057,北投國小
50014,松山磚廠
1861,仁愛中山路口
2269,金山潮州街口
4645,世貿中心(莊敬)
1218,台電台北北區營業處
16259,成淵高中
2309,捷運公館站
10402,華泰飯店
2377,中興公寓
8671,三民國小
6656,長春國小
2514,萬寧山莊
388,捷運國父紀念館站(忠孝)
963,蘭雅國中
2043,平菁街93巷
1000502,敬業三路二
1012,方濟中學
1650,南港水廠
2430,師大分部
3932,頂好市場
448,雅敘園
1000050,捷運古亭站(羅斯福)
4629,西園路二段
10408,介壽國中
491,碧山巖(白石湖)
50736,龍山國中
1159,警智新村
50628,士林區行政中心(基河)
8675,民權隧道二
7233,奇岩一站
749,芝蘭新村
